Source,Target
"ಟಿ.ಕೆ.ಸುಧೀರ್,","ರಮಾನಂದ,"
"ಅಶ್ರಫ್,","ಯೋಗೀಶ್,"
"ಸಂಶುದ್ದೀನ್,",ನೀರಜ್
"ರಮಾನಂದ,",ಪಾಲ್
"ಯೋಗೀಶ್,",ಪಾಲ್
ನೀರಜ್,ಪಡೆದಿತ್ತೆರ್.
ಜಾಯಮಾನದ,ಜಾಯಮಾನೊದ
ಮುಗುಳಿಗೆ,ಮುಗುಳಿಗ್
ತಾಗಿದೆ,ತಾಗುದುಂಡು
ಬಾಗಿಲ,ಬಾಕಿಲ್‌ದ
ಕುಳಿತಿದ್ದ,ಒಂಜಿ
‘ನೀನು,ಬಾಕಿಲ್‌
"ತೆಗೆಯಬೇಡ,",ಅವು
"ಸಹೋದರರಲ್ಲ,",ಅವುಒರಿ
ಸದಾಶಿವರಾಯರಿಗೆ,ಸದಾಶಿವ
ಗ್ರಂಥಾಲಯದಿಂದ,ಸಾಲೆದಗಂಥೂೊಬಂಡಾರೊಡ್ಟು
ಇದ್ದಾನೆಂದು,ಉಲ್ಲೆಂದ್
ಹತ್ತಿರವೇ,ಅಲ್ಪನೇ
ಆಟದ,ಗೊಬ್ಬುದ
ಕಾಣುತ್ತದಂತೆ,ತೋಜುಂಡುಗೆ
ಆಗಮಿಸಲು,ಬರೊಲಿ
ಕರೆಯೋಲೆ.,ಪನ್ಪುನ
ಸಂದಾಯಿಸಿದ,ಸಂದಾಯಿನ
ವಾಹನದಲ್ಲಿ,ಗಾಡಿಡು
ಗುಡ್ಡಗಳು,ಗುಡ್ಡೆಳು
ಬಂದಹಾಗೆನೇ,ಬತ್ತಿನಪಗನೆ
ಒರೆಸಿ,ಒರೆಸುದು
ಪೂಂಜರ,ಪೂಂಜೆರೆ
ಹಿತ್ತಾಳೆಯ,ಪಿತ್ತಲೆದ
ಪುಸ್ತಕಗಳ,ಬೂಕುಲೆನ
ಯೋಜನೆಗಾಗಿ,ಯೋಜನೆಗಾತ್ರೊ
ಅಕಾಡೆಮಿಗೆ,ಅಕಾಡೆಮಿಗ್
ಬಜೆಟ್,ಬಜೆಟ್
ಮೊಂಡುತನವನ್ನು,ಮೊಂಡುತನೊನು
ಮಾನವರಿಗೂ,ನರಮಾನಿಗುಲಾ
ಹೋಲಿಕೆ,ಹೋಲಿಕೆ
ಪಾಲಿನ,ಪಾಲ್
ಪರಿಕಲ್ಪನೆ,ಪರಿಕಲ್ಪನೆ
ಉಳಿಯುತ್ತಿರರಿಲ್ಲ,ಆತ್
ಅಲ್ಲಿದ್ದ,ಅಲ್ಪದ
ದಾಟಿಸಿ,ಸುಧೆ
ನಿರಾಕರಿಸುತ್ತಾರೆ,ಉಂತರೆ
ಗರ್ಭ,ಗರ್ಭ
ಹೆಚ್ಚುತ್ತಿದ್ದಂತೆಯೇ,ಜಾಸ್ತಿ
ಮೀರುವವರ,ದೆತೊನ್ರೆ
ಸುದ್ಧಿಗಳನ್ನು,ಸುದ್ಧಿಲೆನು
ಅಭಿಲಾಷೆಯನ್ನು,ಅಬ್ಲಾಸೆನ್
ಒಪ್ಪಿ,ಒತ್ತೊಂದು
ಪ್ರಾಕೃತಿಕವಾಗಿ,ಪ್ರಾಕೃತಿಕವಾದ್
ಕ್ರಮಬದ್ದವಾಗಿ,ಕ್ರಮಬದ್ದಡ್
ನಡಾವಳಿ,ನಡಾವಳಿ
ಹಾಗಲಕಾಯಿ,ಕಂಚಲ
ಎಂದದೇ,ಯೆಂಚಿನನೆ
ದೂರಗಳಿಂದ,ದೂರೊರ್ದ್
ಕಾಡಿನಿಂದ,ಕಾಡುರ್ದ್
ತರುತ್ತಿದ್ದರು,ಕನಪೆದೆರ್
ವಸತಿ,ವಸತಿ
ಸಮುಚ್ಚಯದಲ್ಲಿ,ಸಮುಚ್ಚಯಡ್
ಮಡಕೆಯ,ದ
ಇಂಧನಗಳನ್ನು,ಇತರೇ
ಬಳಸದೆ,ಇಂಧನನ್
ನೈಸರ್ಗಿಕವಾಗಿ,ಕಡಿಮೆ
ಕಸವನ್ನು,ಡ್
ನಿರ್ವಹಣೆ,ನೈಸರ್ಗಿಕವಾದ್
"ಜಿಲ್ಲಾಸ್ಪತ್ರೆ,","ಜಿಲ್ಲಾಸ್ಪತ್ರೆ,"
ಸೈಂಟ್,ಸೈಂಟ್‌
ಸಿಸಿಲಿಸ್,ಸಿಸಿಲಿಸ್‌
"ಶಾಲೆ,","ಶಾಲೆ,"
ಕುಂದಾಪುರ,ಕುಂದಾಪುರ
ಕೊಡಲಾಗುವುದು,ಕೊರ್ಪ
ಆರೋಗ್ಯಧಿಕಾರಿ,ಆರೋಗ್ಯಾಧಿಕಾರಿ
ಸುಧೀರ್‍ಚಂದ್ರ,ಸುಧೀರ್‌ಚಂದ್ರ
ಕೊರಳ,ಕೊರಲ
ನೋಂಪು,ನೋಂಪು
ಕಾಗೆಗೆ,ಕಕ್ಕೆಗ್
ಇಡೂವ,ದೀಪುನ
ವಿರಳವಾಗಿ,ಕಮ್ಮಿಯಾದ್
ಫಲವತ್ತು,ಫಲವತ್ತು
ಪೆಲ,ಪೆಲ
ಪಿಲ,ಪಿಲ
ಅನಾಚಾರ,ಅನಚಾರ
ತಲೆಗೂ,ತರೆಕಾ
ಮೈಗೂ,ಮೈಯಿಕಾ
ಹೂಗಳನ್ನು,ಪೂಕುಲೆನ್
ಕೊರೊನಾಕ್ಕೆ,ಕರೊನಾಗ್
ರಾಜಕಾರಣಿ,ನನೊರಿ
ಬಲಿಯಾಗಿದ್ದಾರೆ.,ರಾಜಕಾರಣಿ
ದೊಡ್ಡಣಗುಡ್ಡೆಯಲ್ಲಿರುವ,ದೊಡ್ಡಣಗುಡ್ಡೆಡುಪ್ಪುನ
ಡಾ.ಎ.ವಿ.ಬಾಳಿಗ,ಡಾ.ಎ.ವಿ.ಬಾಳಿಗಾ
ಸ್ಮಾರಕ,ಸ್ಮಾರಕ
ಮಾಡಿದಂತೆ,ಮಲ್ತಿನoಚ
ಬಾರಿಯು,ಸಲಲಾ
ಸಂಕಷ್ಟದಲ್ಲಿರುವ,ಸಂಕಷ್ಟಡ್
ವಯಸ್ಸಾದವರ,ಉಪ್ಪುನ
ಅಸಹಾಯಕರಿಗೆ,ಬೊಕ್ಕ
24/7,ಅಸಹಾಯಕೆರೆಗ್
ಹೆಲ್ಪ್,24/7
ಲೈನ್,ಹೆಲ್ಪ್
ಸಹಾಯವಾಣಿಯನ್ನು,ಲೈನ್
ಆರಂಭಿಸಿದ್ದಾರೆ.,ಕುಡ
ಡಿಸಿ,ಡಿಸಿ
2020-21ನೇ,2020-21ನೇ
ಶಾಲೆಗಳೆಲ್ಲಾ,ಕಾರಣೊಡು
ಮುಚ್ಚಿದ್ದವು.,ಶಾಲೆಲು
"ಇಮ್ರಾನ್,","ಇಮ್ರಾನ್,"
38,38
"ವರ್ಷ,","ವರ್ಷ,"
ಆಚೆಈಚೆ,ಅಂಚಿಂಚಿ
ಹಿಂದೆಮುಂದೆ,ಪಿರದುಂಬು
ಕದ್ದು,ಕಂಡುದ್
ಹುಡುಕುತ್ತಿದ್ದಾರೆ,ನಾಡೊಂದುಲ್ಲೆರ್
ಮಣೆಯಿಟ್ಟು,ಮಣೆದೀತ್
ಹಸನು,ಉಚ್ಚಯ
ಹೇಳಿದಾಗೆ,ಪಂಡಿಲೆಕ
ಬದೆನೆ,ಬದೆನೆ
ರೋಗಗಳು,ರೋಗಲು
ಇರುತ್ತಿದ್ದರಿಂದ,ಇತ್ತಿನೆರ್ದವರ
ಹರಡಲಿಕ್ಕೆ,ಪಗರಿಯರ
ಮಣ್ಣಿನಲ್ಲೆ,ಮಣ್ಣುಡೆ
ಹಾಕುತ್ತಿದ್ದ,ಪಾಡೆದುನ
ಗೂಂಜಿಯ,ತೌತೆದ
ಹೆಬ್ಬಲಸಿನ,ಗೂಂಜಿದ
ಚಟ್ನಿಯ,ಪೆಜಕಾಯಿದ
ಹೋಂ,ಹೋಂ
ಡೆಲಿವರಿ,ಡೆಲಿವರಿ
ನಡೆಸಿದೆ.,ಮಲ್ದುಂಡು
ಸಯ್ಯಿದ್,ಸಯ್ಯಿದ್
ಶಿಹಾಬುದ್ದೀನ್,ಶಿಹಾಬುದ್ದೀನ್
ತಂಙಳ್,ತಂಙಳ್
ಮದಕ,ಮದಕ
ಪ್ರಾರ್ಥನೆಗೆ,ಪ್ರಾರ್ಥನೆಗ್
2015,೨೦೧೫ನೆದಾನಿ
ಬಂದಿರಿ,ಬತ್ತರ್
ಅಲಎಡೆ,ಅಲಎಡೆ
ಅಂತ್ಯಕ್ಕೂ,ಅಂತ್ಯೊಗು
ಪಡುಕೋಣೆಯವರ,ಪಡುಕೋಣೆ
ಪ್ಲೇಯರ್,ಬ್ಯಾಡ್ಮಿಂಟನ್
ಪಡುಕೋಣೆಯವರಿಗೂ,ಪ್ರಕಾಶ್
ಬೇರೆಯಾದರು,ಬೇತೆ
ಒಂದೆ,ಮೂಲ
"ಹಾಲು,","ಪೇರ್,"
"ಹಂಪಲುಗಳು,","ವಸ್ತು,"
ಎನಿಸಬೇಕು,ಎನ್ನೊಡು
ರಾಜಿ,ರಾಜಿ
ಪಂಚಾಯತಿಕೆಯ,ಪಂಚಾಯಿತಿಕೆದ
ಕೈಮುಗಿಯದವ,ಕೈಮುಗಿಯಂದಿನಾಯೆ
2004,2004ಟ್ಟ್
(ಈಗಿನ,ಶ್ರೀ
ಮಂದಿರ),ಸ್ಥಾಪಕ
ಸ್ಥಾಪಕ,ಸೇವೆ
ಉಪಾಧ್ಯಾಕ್ಷರಾಗಿ,ಮಲ್ದೆರ್
"ಸಲ್ಲಿಸಿದ್ದಾರೆ,",ಅಸೋಸಿಯೇಷನ್
ಬಿಲ್ಲವರ,ಮುಂಬಯಿ
ಮುಂಬಯಿ,ರೋಡ್
ಸಕ್ರೀಯವಾಗಿದ್ದ,ಮಿರಾ
ಭಯಿಂದರ್‍ನ,ಸಂಘ
ನಿಸ್ವಾರ್ಥ,ಮಲ್ದೆರ್.
ದೂಪದ,ದೂಪದ
ಹೊಗೆಯ,ಪುಗ್ಗೆದ
ಬದಲಿಗೆ,ಬದಲ್
ಪಟಾಕಿ,ಪತ್ತಿನ
ಬತ್ತಿಯ,ಪಟಾಕಿ
ಬ್ಯಾರೀಸ್,ಬ್ಯಾರೀಸ್
ವೆಲ್ಪೇರ್,ವೆಲ್ಫೇರ್
ಫೆÇೀರಂ,ಫೋರಂ
(ಬಿಡಬ್ಲ್ಯುಎಫ್),(ಬಿಡಬ್ಲ್ಯುಎಫ್‌)
ಯುಎಇ,ಯುಎಇ
ದ.ಕ.ಜಿಲ್ಲೆಯ,ದ.ಕ.
ಕುಂಟುಂಬಗಳಿಗೆ,ಅರ್ಹ
ರಮಝಾನ್,ಕುಟುಂಬಲೆನ್
ವಿತರಿಸಿದರು.,ಕಿಟ್‌ಲೆನ್
ಆಫ್ರಿಕಾದ,ಆಪ್ರಿಕಾದ
ಕೆಪ್‍ಟೌನ್‍ನಲ್ಲಿ,ಕೇಪ್
……………ಹೋಗಿದ್ದರು.,ನಡತ್ತಿನ
ತಂಗಿಯೇ,ತಂಗಡಿ
ಮತ್ತೆಮರಳಿ,ಪಿರಾವತ್ತಾವಾದ್
ಹಪ್ಪಳ,ಹಪ್ಪಳ
ಸಂಡಿಗೆ,ಸಂಡಿಗೆ
ಸೊಂಟೆ,ಸೊಂಟೆ
ಪಚ್ಚಿರನ್ನು,ಪಚ್ಚಿರುನು
ಸಂಸ್ಕರಣೆ,ಒಟ್ಟುಗ್
ವಿದೇಶಗಳಿಗೆ,ಪಿದಯೂರುಗು
ಕಳಿಸುತ್ತಾರೆ,ಕಡಪುಡುವೆರ್
ಆಗುತ್ತಾಲೆ,ಆಪೊಲು
ತಿರುಗದೆ,ತಿರ್ಗಂದೆ
ಗಾಡಿಗೆ,ಬಂಡಿಗ್
ಅಜ್ಜೆಕೊಲ್,ಅಜ್ಜೆಕೊಲ್
ಅಜ್ಜನ,ಅಜ್ಜನ
ಸಿಗಬೇಕಾದರೆ,ತಿಕ್ಕೊಡಾಂಡ
ಅಗಿಯಲೇಬೇಕು,ಒಕ್ಕೊಡೆ
ಮುಗುದುಕೊಂಡಿರಿ,ಕೈನ್
ಮನಸ್ಸುಗಳೂ,ಮನಸ್ಸುಲಾ
ಬೈದೆರ್ಲೆನ,ಬೈದೆರ್ಲೆನ
ಬೀರದಲ್ಲೂ,ಬೀರಡುಲಾ
ಸುಳ್ಳಮಲೆ,ಸುಳ್ಳಮಲೆ
ಹತ್ತಿಇತ್ತಿ,ಅತ್ತಿಇತ್ತಿ
ಪೊಲಿಬಳ್ಳಿಯ,ಪೊಲಿಬಲ್ಲುದ
ನಾರಿನಲ್ಲಿ,ನಾರ್
ನಾಗರಾಧನೆ,ನಾಗರಾಧನೆ
ಚಪ್ಪರದಡಿಗೆ,ಕೊಡಿಯಡಿಕ್
ಬಾರದ,ಬರಂದಿನ
ಕವತ್ತಾರಿನಲ್ಲಿ,ಕಬತ್ತಾರ್ಡ್
ಕುಮಾರನಲ್ಲಿ,ಕುಮಾರಡ
ಎಳೆದುಕೊಂಡು,ವೊಯಿತೊಂದು
ಸೊಂಟದಲ್ಲಿಹಿಡಿದು,ತರ್ಕೊಂದು
ಉಂಟಲ್ಲ,ಉಂಡತ್ತೆ
ಮನುಷ್ಯನಿಗೆ,ನರಮಾನ್ಯಗ್
ಬೇಕಂತಲೇ,ಬೋಡಂದೆ
ಅಡೆತಡೆ,ಅಡೆತಡೆ
ಕಡಿಮೆಯವರು,ಕಮ್ಮಿದಕ್ಲು
ತಿಳಿಸಿದೆ,ತೆರಿಪದೆ
ನೋಡಿದವನ,ತೂಯಿನಾಯನ
ಒಡೆದಳು,ಪುಡತಲ್
ಮಾಯದಮೂರ್ತಿ,ಮಾಯೊದಮೂರ್ತಿ
ಜಾಗವನ್ನು,ಜಾಗ್ನ್
ಗೊರಬಲೆ,ಗೊರಬಲೆ
ಬೀಸಬಲೆ,ಬೀಸಬಲೆ
ಬೀಸಲು,ಬೀಸರ
ಹುಡುಗಿಯನ್ನು,ಪೊಣ್ಣನ್‌
ಆಗಬಹುದೆಂಬ,ಪಂಡ್‌ದ್‌
ಬಂತು.,ಬತ್ತ್‌ಂಡ್‌
ಅವಳೇ,ಆಲೇ
ಆಗುವಳು,ಆವಲ್
ನೋಡಿಕೊಂಡು,ತೂವೊಂದು
ಅಣ್ಣಾ,ಅಣ್ಣಾ
ಒರಗಿ,ಎದೆಕ್
ಅತ್ತಳು,ಬೊಬ್ಬೆ
ಇನ್ನುಮುಂದಕ್ಕೆ,ನ್
ನಂಬಿದವನಿಗೆ,ನಡಪಾದ್
ಇಂಬಲ್ಲಿ,ನಂಬಿನಾಯಗ್
ಬೇರೆಯವರ,ಬೇತಕಳೆನ
ಬೀಳುತ್ತೇವೆ,ಬೂರ್ವ
ಕುಡೀಯ,ಪರೂಡು
ಹೆದರುವವಳು,ಪೋಡಿವುನಾಲ್
ಅದನು,ಅವೆನ್
ಮಾರ್ಗಸೂಚಿಯಲ್ಲಿ,ಲಾಕ್ಡೌನ್
ಕೊಡುವುದಾಗಲೀ,ತೊಂದರೆ
ದೂರದಲ್ಲಿರುವ,ದೈವ
ಕಾಯರಿನ,ತಂಡೊದಕುಲು
ಬಡವರಿಗೂ,ಬಡವರೆಗುಲಾ
ರಾತ್ರಿಗೂ,ರಾತ್ರೆಗ್
ವಸ್ತುವಾಯಿತು,ವಸ್ತುವಾಂಡು
ರಣಗೋಳಿ,ರಣಗೋಳಿ
ನೆಡಿಸಿದ,ನಡ್ಪಾಯಿನ
ತಯಾರಾಗಿದೆ.,ತಯಾರ್
ವಿಶೇಷವನ್ನು,ವಿಶೇಷೊನು
ಗಮನಿಸಬಹುದು,ಗಮನಿಸಾವೊಲಿ
ಸ್ನಾನಮಾಡಿಸುವವರು,ಗಂಟೆದಾತ್
ಹುಡುಗಿಯರಲ್ಲಿ,ಪೊಣ್ಣುಲೆಡ
ಬನ್ನಿ.,ಬಲೆ.
ಪೋಷಕಾಂಶಗಳು,ಪೋಷಕಾಂಶೊಳು
ಸೇರಿದೆ,ಸೇರ್ದುಂಡು
ನಡೆಸುವಂತೆ,ವಿದ್ಯಾ
ಕಂಪ್ಯೂಟರ್‍ಗಳ,(ಕಂಪ್ಯೂಟರ್
ಇಂಜಿನಿಯರಿಂಗ್,ಪೋದ್
ಕಾಲೇಜುಗಳಲ್ಲಿ,ಅವುಲು
ಉತ್ತಮ.,ಡ
ತಪ್ಪಿಸಿದವರಾರು,ತಪ್ಪಾಯಿನಕುಲೇರ್
ತಪ್ಪಿದವರಾರು,ತತ್ತಿನಕುಲೇರ್
ವಿಸ್ಮಯದ,ಇಸ್ಮಯದ
"ಸಪ್ಟೆಂಬರ್,","ಸಪ್ಟಂಬರೊ,"
ದಾರಂದದ,ದಾರೊಂದೊದ
ರಂಗೊಲಿಯನ್ನು,ರಂಗೊಲಿನ್
ಶ್ರಾವಣದಲ್ಲಿ,ಸೋಣದಡ್
ಸಂಕ್ರಮಣ,ಸಂಕ್ರಾಂತಿ
ದುಂಡು,ಉರುಟು
ಹೆದರಿಕೆಯ,ಪೊಡಿಗೆದ
ಧರಿಸಿದವಳು,ಕುಂಟು
ನಾಲ್ಕೂಕಡೆ,ನಾಲೊರ್ಮೆ
ಪಸರಿಸುತ್ತಾ,ಗಮಸೊಂದು
ಕುಳಿತವನ,ಕುಲ್ದಿನಾಯನ
ಮಖದಲ್ಲಿ,ಮೋನೆಡ್
ನಗುವೇ,ತೆಲಿಕೆನೆ
ಸಿರಿಗೆ,ಸಿರಿಗ್
ಮುತ್ತಿ,ಮುತ್ತುದು
ಹೋಗಿದೆಯಂತೆ,ಪೋತುಂಡುಗೆ
ಆನೆಯ,ಆನೆದ
ನೆತ್ತರು,ನೆತ್ತೆರ್
ಕುಡಿಯಲು,ಪರ್ಯರ
ಉಳಿಯುವುದು,ಒರಿಯುನಿ
ಉಳಿದು,ಒರಿದ್
ಇದ್ದಷ್ಟು,ಇತ್ತಿನತ್
ಚೌತಿಹಬ್ಬ,ಚೌತಿಪರ್ಬ
ಕೇರಿಗಳಲ್ಲಿ,ಕೇರಿಲೆಡ್
ಆರಂಭಿಸಿದರು,ಸುರು
ನೂಲಿನಂತೆ,ನೂಲುದಲೆಕ್ಕ
ಅಳ್ಳುಮಣೆ,ಅಳ್ಳುಮಣೆ
ಸಿಂತಾಮಣಿಯ,ಸಿಂತಾಮಣಿದ
ವಂದಿಸಿ,ತುರ್ತುಡು
ಕೂರಲಿಕ್ಕೆ,ಕುಲ್ಯರ
ಕರೆಯುತ್ತ,ಲೆತ್ತೊಂದು
ಭೇದ,ಬೇಧ
ಮೆಟ್ಟಿಲಿನಲ್ಲಿ,ಮೊಟ್ಟುಡ್
ಕಡಿಯುವುದು,ಕಡ್ಪುನ
ತಂತ್ರ,ತಂತ್ರ
ಕುತಂತ್ರ,ಕುತಂತ್ರ
ಹತ್ತಿರದ್ದು,ಕೈತಲ್ಀದ
ಬೇಕಾದ್ರೆ,ಬೋಡಿತ್ತ್ಂಡ
ತೆಗೆದದ್ದನ್ನು,ದೆತ್ತಿನೆನ್
ಕೊಂಡಾಗಬೇಕು,ಕೊನೊವೊಡ್
ಗರಿಕೆ,ತೊಟ್ಟಿಲ್
ಹತ್ತಿಸುತ್ತಾರೆ,ಪಾಡುನಾನಿ
ಹೋಗದೆ,ಪೋವಂದೆ
ಮುದಿ,ನ್ಯೊಕ್ಕು
ಮುದುಕರು,ಪರಬೆರ್
ಚಳಿಯಲ್ಲೇ,ಚಲಿಟ್ಟೇ
ಬಿಡುತ್ತಿದ್ದರು,ಬುಡೊಂದಿತ್ತೆರ್
ದೀದಿ,ದಾನಿ
ಸ್ವೀಕಾರ,ಅಧಿಕಾರ
ನಿಗದಿಯಾಗಿದೆ,ದಿನ
ತೃಣಮೂಲ,ಆತ್ಂಡ್
"ನಾಯಕ,",ದ್
ಪ್ರತಾಪ್,ಕಾಂಗ್ರೆಸ್
ಚಟರ್ಜಿ,"ನಾಯಕೆರ್,"
ಮಾಧ್ಯಮದವರಿಗೆ,ಸಚಿವೆರ್
ಎಣೆಲಿನ,ಎಣೆಲ್ದ
ಬೆಳೆಗೆ,ಬುಲೆಕ್ಕ್
ಅನುವಾಗುತ್ತದೆ,ಅನುವಾಪುಂಡು
ಆಗುವಲೇ,ಅಪಲ
ಅವಳದ್ದು,ಅಲೆನ
ಪ್ರಾಯವಾ,ಪ್ರಾಯನ
ಬಿಡಲಿಕ್ಕಿದೆ,ಬುಡ್ಯೆರುಂಡ್
ಲಕ್ಷಣದವಳಿಂದ,ಗೌಜಿ
ಜೇರದಲ್ಲಿದ್ದ,ಜೇರೊಡಿತ್ತಿ
ಪ್ರೇತಗಳನ್ನು,ಕುಲೆಕ್ಲೆನ್
ಮನೆಯಂಗಳಕ್ಕೆ,ಇಲ್ಲಜಾಲುಗ್
ಬುರುಬುರುವೆಂದು,ಬುರುಬುರೂಂದ್
Œಕೋವಿಡ್,ಕೋವಿಡ್
ಚಿಕಿತ್ಸೆಗಾಗಿ,ಚಿಕಿತ್ಸೆಗಾದ್
ಯಶೋಧ,ಯಶೋಧ
ಅಯೋಜನೆ,ಅಟ್ಟನೆ
ವೃಷಭ,ಬೇಸ
ಮಿಥುನದಲ್ಲಿ,ಕಾರ್ತೆಲ್ಡ್
ಮಳೆಯಿಂದಾಗಿ,ಬರ್ಸೊಡ್ದಾವರ
ಕಳೆ,ಕಾಟ್
ಗಿಡಗಳು,ಸದೆಕುಲುಲಾ
ಕ್ರಿಮಿ,ಕ್ರಿಮಿ
ಕೀಟಗಳು,ಕೀಟೊಲುಲಾ
ಹೆಚ್ಚಾಗುತ್ತವೆ,ಎಚ್ಚಾಪ
ಬಿತ್ತಬೇಡಿ,ಬಿತ್ತಡೇ
ಉರಿಯೆ,ಉರಿಯೆ
ಮಂಜೊಲೆ,ಮಂಜೊಲೆ
ಮೈಪೆ,ಮೈಪೆ
ಕುಪ್ಲೆ,ಕುಪ್ಲೆ
ಕೆಂಪೆ,ಕೆಂಪೆ
ಮೂರುವರೆ,ಸುಮಾರ್
ಸಂಗೀತಾರ್ಚನೆ,ಮೆರೆರ್ದ್
ದಾರಗನವರು,ದಾರಗೆನಕ್ಲು
ಸೊನ್ನೆಯ,ಸೊನ್ನೆನ
ಗೊತ್ತಾದರೆ,ಗೊತ್ತಾಂಡ
ನಂಬಲಿಕ್ಕೆ,ನಂಬೆರೆ
ಹಿಡಿಯಲಿಕ್ಕೂ,ಕಟ್ಟೆರ್ಲ
ಹರಟೆಗಳನ್ನು,ಪಟ್ಟಾಂಗೊಲೆನ್
ಕನಸಿನಂತೆ,ಕನತಲೆಕ
ಪಡುವನ್ನೂರಿನ,ಪಡುವನ್ನೂರುದ
ಪಡುಮಲೆಯಲ್ಲಿರುವ,ಪಡುಮಲೆಡ್
"ಸನ್ನಿಧಿ,",ನಾಗ
"ರಕ್ತೇಶ್ವರಿ,",ಬೆರ್ಮೆರ
ತೀರ್ಥಬಾವಿ,"ಗುಡಿ,"
ದೇಯಿ,"ಸನ್ನಿಧಿ,"
ಬೈದೆತಿ,"ರಕ್ತೇಶ್ವರಿ,"
ಸಾನಿಧ್ಯ,ತೀರ್ಥಬಾವಿ
(ಸಮಾಧಿ),ಬೊಕ್ಕ
ಬ್ರಾಹ್ಮಿ,ಬೊಕ್ಕ
ಮುಹೂರ್ತದಲ್ಲಿ,ಬ್ರಹ್ಮಕಲಶೋತ್ಸವ
ಉಪ್ಪುಡಿನ,ಉಪ್ಪುಡುದ
ಪರಿಮಳವೂ,ಪರಿಮಳಲಾ
ರುಚಿಯೂ,ರುಚಿಲಾ
ಒಕ್ಕಣೆಯ,ಒಕ್ಕಣೆದ
ಕಾರ್ಯಗಳು,ಕಾರ್ಯಲು
ನಾಗಮೂಲ,ನಾಗಮೂಲ
ಆಲಡೆಗಳಲ್ಲೂ,ಆಲಡೆಲೆಡ್ಲಾ
ನಂದಿಗೋಣ,ನಂದಿಗೋಣೆ
ಕ್ಷೇತ್ರಪಾಲ,ಕ್ಷೇತ್ರಪಾಲೆ
ಸದಸ್ಯರಿಗೆ,ಜವಾಬ್ದಾರಿ
ಕಲದಲ್ಲಿ,ಕಲೊಟ್ಟು
ತಂಬಟೆ,ತಂಬಟೆ
ಪುಲ್ಕಟ್ಟೆ,ಪುಲ್ಕಟ್ಟೆ
ನೋಕಟ್ಟೆ,ನೋಕಟ್ಟೆ
ಸಾಂತನಿಯ,ಸಾಂತನಿದ
ಸೊಗಸು,ಸೊಗಸ್
ಮೆಚ್ಚಬೇಕು,ಮೆಚ್ಚೊಡು
ಸುಲಭದಲ್ಲಿ,ಸುಲಭೊಡು
ನಂಬಂದೆ,ನಂಬಂದೆ
"ಜಗದೀಶ್,","ಜಗದೀಶ್,"
"ಸೂಡ,","ಸೂಡ,"
ಶಸ್ತ್ರಚಿಕಿತ್ಸಕ,ಶಸ್ತ್ರಚಿಕಿತ್ಸಕ
ಮಧುಸೂದನ್,ಮಧುಸೂದನ್
ಅಪರ,ಅಪರ
"ಪ್ರಭು,","ಪ್ರಭು,"
ಉತ್ತಂತೆಯೇ,ದತ್ತಿನಂಚನೆ
ಬಿತ್ತಬೇಕು,ಬಿತ್ತೋಡು
ಬರೆಯಬೇಕು,ಬರೆವೊಡು
ಹೌದಲ್ಲವೆ,ಅಂದತ್ತೆ
ಇತ್ತಿ,ಇತ್ತಿ
ಪುದ್ದರಿನ,ಪುದ್ದರ್ದ
ಪೊಲಿಬಳ್ಳಿನ,ಪೊಲಿಬಲ್ಲುದ
ಮನೆಯವರನ್ನು,ಇಲ್ಲದಕ್ಲೆನ್
ಬೇಗನೆ,ಬೇಗನೆ
ಪೀಡಿಸಲು,ಪೀಡಿಸರ
ನಿಲ್ಲಿಸಬಾರದು,ಉಂತಾವರ
ಕಮ್ಯೂನಿಸ್ಟ್,ಕಮ್ಯೂನಿಸ್ಟ್
ಬಿರುದು,ಬಿರುದು
ನೆಲ್ಲಿಯ,ನೆಲ್ಲಿದ
ಕಾಯಿಯಷ್ಟು,ಕಾಯಿದಾತ್
ಉರೂಟಾದ,ಉರುಂಟುದ
ಬೊಂಡಿನಂತೆ,ಬೊಂಡುದಂಚ
ವೈಶಾಖ,ಬೇಸ
24),-
-,ಪತ್ತನಾಜೆ.
ಪತ್ತನಾಜೆ.,ಜಾತ್ರೆಲೆನ
ಜಾತ್ರೋತ್ಸವಗಳ,ಅಕೇರಿದ
ಹೆಸರಿದೆ.,ಪುದರುಂಡು
ಶೂಟಿಂಗ್,ಶೂಟಿಂಗ್
ಲೊಕೇನೋವ,ಅಂತಾರಾರಾಷ್ಟ್ರೀಯ
ಚಲನಚಿತ್ರೋತ್ಸವಕ್ಕೆ,“ಭರತ್”
“ಭರತ್”,ಪಿಚ್ಚರ್
ಸಿನೀಮಾ,ಆಯ್ಕೆ
ಅದೆಯೊಳಗೆ,ಅದೆತುಲಯಿ
ಲೇಖಕರಿಗೆ,ಲೇಕಕೆರೆಗ್
ವಿಕಿಪಿಡಿಯಾದಲ್ಲಿ,ವಿಕಿಪಿಡಿಯಾಡ್
ಸೇರಿಸುವುದೆಂದು,ಸೇರವುನೆಂದ್
ಕೊಡುವುದು.,ಕೊರ್ಪುನೆ
ಮಾಡುವವರೂ,ಮಲ್ಪವುನಕುಲಾ
ವಲಸೆಯ,ವಲಸೆದ
ಜನಗಳೊಂದಿಗೆ,ಜನಕ್ಲೊಟ್ಟಿಗೆ
ಅದರಿಂದಾಗಿ,ಆಯಿಡ್ದಾತ್ರ
