en,Kn
ಸ್ನಾನವಾಗಿ ನದಿ ಬದಿಯಲ್ಲಿ ಮತ್ತೆ ದೊಡ್ಡ ದೊಡ್ಡ ಹೊಳೆ ಬದಿಯಲ್ಲಿ,Bathing on the side of the river again on the side of a big stream
ಅದರಲ್ಲಿ ತುಳು ಮತ್ತು ತುಳು ವಿಕಿ ಸಮುದಾಯ ಸಕ್ರೀಯವಾಗಿ ಪಾಲ್ಗೊಂಡು ನಮ್ಮ ಭಾಷೆಯ ವಿಷಯವನ್ನು ಅಭಿವೃದ್ಧಿ ಮಾಡುವ.,Tulu and Tulu wiki community will actively participate in it and develop the content of our language.
ತುಂಬೆ ಚಿಕ್ಕ ಗಿಡ ಆದ್ದರಿಂದ ಅದರ ಅಡಿಯಲ್ಲಿ ಕೂಟ ನಡೆಯಲು ಸಾದ್ಯವೇ ಇಲ್ಲ,"Thumbs-up is a small plant, so it is not possible to hold a meeting under it."
ಹಲಸು ಇನ್ನೊಂದು ಕಲ್ಪವೃಕ್ಷ ಎಂದು ಹೇಳಬಹುದು,Jackfruit is another Kalpavriksha
ಹಿಂದೆ ಈಗಿನಹಾಗೆ ಆಸ್ಪತ್ರೆ ಇರಲಿಲ್ಲ,There was no hospital in the past.
ಇವತ್ತು ಪಾರ್ಕಿನಲ್ಲಿ ಉದ್ಯಾನವನದಲ್ಲಿ ತರ ತರಹದ ಬಿದಿರು ಇದೆ,"Today, the park has a variety of bamboo in the park"
ವಿನೀತನು ಮನೆಯನ್ನು ಸ್ವಚ್ಛಗೊಳಿಸುತ್ತಾನೆ,The humble cleans the house
ಅಂತೆಯೇ ಶಂಕರನಾರಾಣದಲ್ಲಿ ಶ್ರೀ ವೀರ ಕಲ್ಲುಕುಟಿಕ ನಾಗಿ ನೆಲೆಸಿಭಕ್ತರ ಸಕಲವಾದ ನೋವನ್ನು ನೀವಾರಣೆ ಮಾಡುತ್ತಾ,"Similarly, Sri Veera Kallukutika settled in Sankaranarana, relieving all the sufferings of the devotees."
ಆಗಿ ತಂಗಿ ಅಕ್ಕ,as a sister-in-law
ದರ್ಶನನು ನಿಂತುಹೋದ ಕೈಗಡಿಯಾರವನ್ನು ಕಟ್ಟಿದ್ದಾನೆ,Darshana has tied a stopped watch
ಅಶ್ವತ್ಥನು ಬಾಣವನ್ನು ಬಿಡುತ್ತಾನೆ,Ashwatthya releases an arrow
ಅವನು ಬಲೆ ಕೋಲುಗಳನ್ನು ಎಲ್ಲಾ ದೂರ ಬಿಸಾಡುತ್ತಾನೆ,He throws the net sticks all the way away
ಆವಾಗ ಬ್ರಹ್ಮ ದೇವರು ಹೌದ ಮಗ ನೀನು ಬ್ರಾಹ್ಮಣ ಮಾನವ ನಿನಗೆ ಇಲ್ಲಿ ಭಿಕ್ಷೆಗೆ ಕೊರತೆ ಆಗದು,"Then Lord Brahma, yes, son of God, you are a Brahmin, and there will be no dearth of alms for you here."
ಆದರೆ ಈಗ ಊರು ಕೇರಿಯಲ್ಲಿ ವರ್ಷದಲ್ಲಿ ಎಷ್ಟೊ ನೇಮ ಸೇವೆ ಎಷ್ಟು ಸಲ ನಡೆಯುತ್ತದೆ,But now how many regular services are held in the city centre in a year?
ಗೇರುಹಣ್ಣು ಮಾವನ್ನು ಹೆಕ್ಕಿ ತಿಂದು ಶಕ್ತಿಯುತವಾಗಿ ಬೆಳೆದಿದ್ದ ಎರಡು ಕಾಡು ಹಂದಿಗಳು,Two wild boars who grew up powerfully eating gooseberry mangoes
ನೆರೆ ಬಾರದು ಕಾಯಿಲೆ ಬಾರದು ಇದು ಪರಶುರಾಮ ಸೃಷ್ಟಿ ಎನ್ನುತ್ತಾ ಇದ್ದ ನಮಗೆ ಅಪಶಕುನ ಗಾಳಿ ಬೀಸಿದೆ,There was a bad wind blowing to us when Parashurama said that this is the creation of God.
ರವೀಶನು ನೆಲವನ್ನು ಮಟ್ಟಸ ಮಾಡುತ್ತಿದ್ದಾನೆ,Ravish is scorching the ground
ಎದುರಲ್ಲಿ ಇದ್ದ ಹೋಮದ ಕುಂಡಕ್ಕೆ ದೀಪದಿಂದ ಬೆಂಕಿಯ ಬತ್ತಿಯನ್ನು,Light a bonfire in front of Homa's tank.
ಇಲ್ಲಿ ತಯಾರಿಸುತ್ತಿರುವ ಬೆಲ್ಲದ ಪರಿಮಳ,The scent of jaggery being prepared here
ಕೃತಿಮೋಗು ಕೃತಿಮದೇವತೆಯಾಗಿ,Kritima as the Kritima-Goddess
ಸುಜಯನು ಆ ಭೂಮಿಯ ಮಾಲೀಕನಾಗಿದ್ದಾನೆ,Sujaya is the owner of the land
ವರುಣನು ಸಿಹಿಯನ್ನು ತಿನ್ನುತ್ತಿದ್ದಾನೆ,Varuna is eating sweets
ಅದೇ ಲೇಖನದ ಹರಟೆ ಪುಟದಲ್ಲಿ ಲೇಖನಕ್ಕೆ ಸೇರಿಸಲು ಬೇಕಾದ ಮಾಹಿತಿಯ ಬಗ್ಗೆ ಅದರ ಮೇಲೆ ಆಗಬೇಕಾದ ಕೆಲಸದ ಬಗ್ಗೆ ಬರೆದು ಇಡಿ.,"On the talk page of the same article, write down the information you need to add to the article and the work that needs to be done on it."
ನಾಗನಿಗೆ ತಂಬಿಲ ಕೊಡುವ ಆಡಂಬರಕ್ಕೆ ಬೇಕಾಗಿ ನಾಗೋತ್ಸವ ಬೇಡ,Nagotsav is not necessary for the pretence of giving tamarind to a Naga.
ಪಂಚ ತತ್ವವನ್ನು ಎಂದರೆ ಕನ್ನಡದ ಅಗ್ನಿ ವಾಯುತತ್ವ ಪೃಥ್ವಿ ತತ್ವ ಆಕಾಶ ತತ್ವ ಜಲತತ್ವ,"Panchatattam means fire, air, earth, sky, water."
ಪ್ರತೀಕನು ಚೇಷ್ಟೆ-ಮಾಡುತ್ತಾನೆ,The symbol misbehaves
ವಿಶ್ವಸನು ಪ್ರಯಾಣಿಸುತ್ತಿದ್ದಾನೆ,The Faith Is Traveling
ಅಚ್ಯುತನು  ಎದುರಿಸುತ್ತಿದ್ದಾನೆ,Achyuta is facing
ಹೆರಿಗೆಯಾಗುವಾಗ ಆರೋಗ್ಯವಾಗಿದ್ದ ಇವರಿಗೆ ಮಧ್ಯಾಹ್ನದ ಹೊತ್ತಿಗೆ ತುಂಬಾ ರಕ್ತಸ್ರಾವವಾದ ಕಾರಣ ಮಂಗಳೂರಿನ ಕೆಎಂಸಿ ಆಸ್ಪತ್ರೆಗೆ ಕರೆದುಕೊಂಡು ಬಂದಿದ್ದರು.,She was brought to the KMC Hospital in Mangalore after bleeding profusely in the afternoon.
ಇದಕ್ಕೆ ಹೂಸೀರೆ ಕೊಡುವುದು ಎನ್ನುತ್ತಾರೆ,It is called gargling.
ಬೆಳಿಗ್ಗಿನ ಸಮಯದಲ್ಲಿ ಸಮುದ್ರ ಕಿನಾರೆಯಲ್ಲಿ ನಿರಂತರ ಯೋಗಾಭ್ಯಾಸ ಮಾಡುವ ರೇಣುಕಾ ಎನ್ನುವ ಮಹಿಳೆ ಯೋಗದಲ್ಲಿ ಸಾಧನೆ ಮಾಡಬೇಕೆನ್ನುವ ಕನಸು ಕಟ್ಟಿದ್ದರು.,"Renuka, a woman who regularly practices yoga on the beach in the morning, had a dream to excel in yoga."
ನಿಧೀಶನು  ಬಡವನಾಗಿದ್ದನು,Nidheesh was poor
ದಿಲೀಪನು ಅಬ್ಬರಿಸುತ್ತಿದ್ದಾನೆ,Dileep is roaring
ಮರವನ್ನು ಕೆತ್ತುವುದ್ದಕ್ಕೂ ಬಹಳ ಬೆಲೆಯಂತೆ,It's very expensive to carve a tree.
ಏನು ಹೇಳಿದಳು ಗೊತ್ತಿದೆಯ,Do you know what she said?
ನಂತರದ ದಿನಗಳಲ್ಲಿ ಉಳುವವನೇ ಹೊಲದೊಡೆಯ ಎನ್ನುವ ಸರಕಾರದ ನೀತಿ,The policy of the government is that the one who stays in the later days should leave the field.
ಕತ್ತಲಾಗುತ್ತಾ ಬಂದಾಗ ರಾಜನಿಗೆ ನದಿ ದಾಟಿ ಅರಮನೆ ತಲುಪಲೇ ಬೇಕಾಯಿತು,"As darkness fell, the king had to cross the river and reach the palace"
ಮಂಗಳವಾರ ವಿಧಾನಸೌಧದಲ್ಲಿ ಇಲಾಖೆಯ ಅಧಿಕಾರಿಗಳ ಜೊತೆ ಚರ್ಚೆ ಮಾಡಿದ ಮತ್ತು ಮಾತನಾಡಿದ ಇವರು ಪರೀಕ್ಷಾ ದಿನಾಂಕವನ್ನು ಪರೀಕ್ಷೆ ಪ್ರಾರಂಭವಾಗುವ 15-20 ದಿನಗಳ ಮೊದಲೇ ಪ್ರಕಟ ಮಾಡುತ್ತೇವೆ ಎಂದು ಹೇಳಿದರು.,"On Tuesday, he held a discussion with the officials of the department at Vidhana Soudha and said that the exam date will be announced 15-20 days before the start of the exam."
ಏನು ಇದು ನೆಲಕೈ ಹೊಡೆಯುವುದು ಎಂದು ತಿಳಿಯುತ್ತಾ ಹೋದರೆ ನಮಗೆ ಗೊತ್ತಾಗುತ್ತದೆ,We'll know if we know what it's going to hit the ground running.
ಜೀವನದಿಂದ ದೂರ ಹೋಗಿ ಯಾಂತ್ರಿಕ ಮತ್ತು ತಾಂತ್ರಿಕ ಜೀವನಕ್ಕೆ ಬಂದಿದ್ದೇವೆ,We have moved away from life and come to mechanical and technical life.
ಜೇರ ಹತ್ತಿದ ಮನು ಮನು ಜಾರಲಿಲ್ಲ ಪುಷ್ಪನ ಬದುಕಿಗೆ ಹೊಸ ಬೆಳಕಾದ,"Manu, who climbed the ladder, did not slip away and became a new light in Pushpa's life."
ಅನುಜನು ಬಿಡುತ್ತಾನೆ,Anuj leaves
ಹೀಗೆ ಮಾಡಿ ಬಹಳ ಚಂದ ಪೂಕರೆ ಮಾಡುತ್ತಾರೆ,Doing this will make a very nice bouquet.
ಮನೆ ಪ್ರವೇಶಿಸುವಾಗಲೇ ಹೇಳಿದರು,He said as he entered the house.
ಗರ್ವ ಇದ್ದವರಲ್ಲಿ ಚಿಕ್ಕ ಸಹಾಯ ಕೇಳಬೇಡಿ,Don't ask for a little help from someone who is proud
ಜಗದೀಶನು ಬುದ್ಧಿಹೀನನಾಗಿದ್ದಾನೆ,Jagdish is unintelligent
ಆಯಿತು ಹೇಗೂ ಅಣ್ಣ,"Anyway, my brother."
ಮೊದಲು ಅಂಗಳಕ್ಕೆ ದಿನಾಲೂ ಸಗಣಿ ಗುಡಿಸುವ ಕ್ರಮ ಇತ್ತು,"Earlier, the yard had a daily dung-sweeping system"
ಮೋಹನನು ದಾರಿಯನ್ನು ಮರೆತಿದ್ದಾನೆ,Mohan forgets the way
ಜಯರಾಜನು ಚೆನ್ನಾಗಿ ಹಾಡುತ್ತಾನೆ,Jayaraj sings well.
ಅರುಣನು ದೇವಿಯ ಆರಾಧನೆಯನ್ನು ಮಾಡುತ್ತಾನೆ,Aruna worships the goddess
ಮದುಮಗಳು ಆಗುವುದು ಎಂದರೆ ಹೆಣ್ಣು ಸೃಷ್ಟಿ ಕ್ರಿಯೆಗೆ ತಯಾರು ಆದಲೆಂದು ಅರ್ಥ,Being a bride means that the woman is ready for the act of creation.
ಈ ಮೂಲಕ ಸಂಕಷ್ಟದಲ್ಲಿ ಇರುವ ಶಂಕರಪುರ ಮಲ್ಲಿಗೆ ಬೆಳೆಗಾರರಿಗೂ ಸ್ವಲ್ಪ ಮಟ್ಟಿನ ಸಹಕಾರ ನೀಡಿದ ಹಾಗೆ ಆಯಿತು ಎಂದು ಸಂಯೋಜಕರು ತಿಳಿಸಿದರು.,The coordinator said that this also helped the farmers of Shankarpur jasmine who were in distress to some extent.
ಅದ್ವಿಕನು ಉಡುಪನ್ನು-ಧರಿಸಿದ್ದಾನೆ,Advika is dressed-up
ಗಂಗು ಬೈದೆದಿ ಮಗ ಕಾಂತು ಬೈದನ್ನು ಒಕ್ಕೆಲ್ ಸಕ್ಕೆಲ್,Gangu Baidedi's son Kanthu Baidedi Okal Sakekel
ಈ ವಿಶೇಷ ಪೂಜೆಯಲ್ಲಿ ಮಂದಿರದ ಜೊತೆ ಕಾರ್ರ್ಯದರ್ಶಿ ಉಷ ದಿನೇಶ್ ಶೆಟ್ಟಿಗಾರ್‍ರವರ ವಿವಾಹದ 21ನೇ ವರ್ಷ ಮತ್ತು ಉಪಾಧ್ಯಕ್ಷರಾದ ಗುಣಕಾಂತ್ ಭಾರತಿ ಶೆಟ್ಟಿ ಕರ್ಜೆಯವರ ವಿವಾಹದ 16ನೇ ವರ್ಷದ ಪ್ರಯುಕ್ತ ಮಂದಿರದಲ್ಲಿ ವಿಶೇಷ ಪೂಜೆ ಮಾಡಿದ ಸಂದರ್ಭದಲ್ಲಿ ಗೌರವ ಅಧ್ಯಕ್ಷರಾದ ವಿನೋದ್ ವಾಘಷಿಯರವರು ಶಾಲು ಹೊದಿಸಿ ಪೂಜೆ ಪ್ರಸಾದ ನೀಡಿ ಗೌರವಿಸಿದರು.,"In this special pooja, on the occasion of the 21st year of the marriage of the temple's co-worker Usha Dinesh Shettygar and the 16th year of the marriage of the vice-president Gunakant Bharathi Shetty Karje, the honorable president Vinod Waghshiya honored the temple by offering puja prasad with a shawl."
ಬಲಿಪ ರಾಜ್ಯದಲ್ಲಿ ಆದಿನಾಥೇಶ್ವರ ದೇವರ ಅಪ್ಪಣೆಯನ್ನು ಹಿಡಿದು ದೈವ ಜುಮಾದಿ ಹೊರಟ,"In the kingdom of Balipa, Deva Jumadi took the command of the god Adinatheshwara and set out."
ಇದರಿಂದಾಗಿ ಸಾರ್ವಜನಿಕ ಮತ್ತು ಖಾಸಗಿ ಆಸ್ತಿಪಾಸ್ತಿಗಳಿಗೆ ಭಾರಿ ನಷ್ಟವಾಗಿದೆ.,This has resulted in huge losses to public and private property.
ನೀರು ಕೊಡಿ ಎಂದು ದೈವ ಕೇಳುತ್ತಾನೆ,God asks for water.
ತುಳುವರಿಗೆ 2017 ನೇ ವರ್ಷ ಪ್ರಾರಂಭವಾಗುವುದು ಚೈತ್ರ ಮಾಸದ ವಿಷು ಹಬ್ಬದ (ಸೌರಮಾನ ಯುಗಾದಿ) ದಿನದಂದು.,The year 2017 for Tulu begins on the day of Vishu festival (Solar Yugadi) in the month of Chaitra.
"ಅವಶ್ಯವಿರುವ ಕಲಾವಿದರು ಮೊಬೈಲ್ 9164521588, ಅಥವಾ 7411161662 ಮತ್ತು ಹತ್ತಿರದ ಪಟ್ಲ ಫೌಂಡೇಶನ್ ಘಟಕದ ಪದಾಧಿಕಾರಿಗಳನ್ನು ಮೇ 10 ತಾರೀಕಿನ ಒಳಗೆ ಸಂಪರ್ಕ ಮಾಡಿ ಅವರ ಹೆಸರು, ವಿಳಾಸ ಹಾಗೂ ಮೇಳದ ಹೆಸರು ನೋಂದಾವಣೆ ಮಾಡಬಹುದು ಎಂದು ಯಕ್ಷಧ್ರುವ ಪಟ್ಲ ಫೌಂಡೇಶನ್ ಟ್ರಸ್ಟ್ ಪ್ರಧಾನ ಕಾರ್ಯದರ್ಶಿ ಕೆ. ಪುರುಷೋತ್ತಮ ಭಂಡಾರಿ ಆಡ್ಯಾರ್ ಪ್ರಕಟಣೆಯಲ್ಲಿ ತಿಳಿಸಿದ್ದಾರೆ.","Necessary artists can contact the office bearers of Mobile 9164521588, or 7411161662 and nearby Patla Foundation unit by 10th May to register their name, address and name of the fair, said K. Purushottam Bhandari Adyar, General Secretary, Yakshadruva Patla Foundation Trust, in a release."
ಕಲಿ ತುಂಬಿದ ಪಾತ್ರೆಯಲ್ಲಿ ಇಣುಕಿ ನೋಡುವಾಗ ನೆತ್ತರ ಓಕುಲಿ ಅವನಿಗೆ ಕಾಣುತ್ತದೆ,"When he peeps into a bowl full of kale, he sees a frown."
ಆವಾಗ ಮಾನಿ ಮತ್ತೆಯೂ ಜೋರಾಗಿ ಬೊಬ್ಬೆ ಇಟ್ಟು ಬ್ರಹ್ಮ ದೇವರನ್ನು ಕರೆದು ಕೇಳಿದ,Then Mani again shouted loudly and called out to Lord Brahma.
ನನಗೆ ನಿನ್ನಂತಹ ಶಕ್ತಿ ಬೇಕು ಎಂದು ನಿರ್ಧರಿಸಿದರು ಬ್ರಹ್ಮರು,Brahma decided that I needed strength like you.
ಮಾಡಲಿಕ್ಕೆ ಶುರು ಮಾಡಿದರು,He began to do
ಹಲಸಿನ ಹಣ್ಣಿನ ಮುಳ್ಕ ಮಾಡಿ ಬಡಿಸುವುದು.,Serve chilled with jackfruit.
ನಾರಾಯಣನು ಪಾಠವನ್ನು ಓದುತ್ತಾನೆ,Narayan reads the lesson
"ಕುಟುಂಬದ ಮೊದಲ ಸಭೆಯ ಅಂಗವಾಗಿ ಸಾಂಸ್ಕೃತಿಕ ಕಾರ್ಯಕ್ರಮದಲ್ಲಿ ನೃತ್ಯ, ಸಂಗೀತ, ವಾದ್ಯವೃಂದ, ಪ್ರತಿಭಾ ಪ್ರದರ್ಶನ ನಡೆಯಿತು.","As part of the first meeting of the family, a cultural programme comprising dance, music, orchestra, talent show was held."
ಅವಳಿಗೂ ಮನೆಯರಿಗೂ ಬಹಳ ಖುಷಿಯ ವಿಚಾರ,Very happy for her and her family.
ಅನೂಪನು  ಹಾಡುತ್ತಾನೆ,Anoop sings
ಆ ಹೊತ್ತಲ್ಲಿ ಹುಟ್ಟಿಸಿದ ತಂದೆಯೂ ಎದುರು ಇರಲಿಲ್ಲ,The father who was born at that time was also not present.
ರಾಮನು ದೂಷಿಸುತ್ತಾನೆ,Rama blames
ಶಂಕರನು ಆರಿಸುತ್ತಿದ್ದಾನೆ,Shankar is choosing
ಅನ್ವಯನು  ಹೋಗುತ್ತಾನೆ,The application goes
ಈಗ ಅನ್ಯಾಯಕ್ಕೆ ಪೆಟ್ಟು ತಿನ್ನುವವರು ಒಟ್ಟಾಗುತ್ತಾರೆ,Now those who are hurt by injustice will come together
ಒಂದು ನಿಮಿಷ ದೇವರ ದೈವಗಳ ಎದುರು ನಿಲ್ಲಲ್ಲು ಪುರುಸೊತ್ತು ಇಲ್ಲದ ನಮಗೆ ವಾರ ಗಟ್ಟಲೆ ಮನೆಯಲ್ಲಿ ಕೂರಬೇಕಾಯಿತು,"We had to sit at home for a week, unable to stand in front of the gods and goddesses for a minute."
ಏಳು ಕಡಲಿನ ನಡುವಿನಲ್ಲಿ ಸೃಷ್ಟಿಯಾದ ಬ್ರಹ್ಮರು ತುಳುನಾಡನ್ನು ಸೃಷ್ಟಿ ಮಾಡಿದರು,Brahma created Tulunad in the midst of seven seas.
ಅಂತಹ ಅಕ್ಕಿ ಕಡಿಮೆಯಾಗಲಿಕ್ಕೆ ಬಾರದು,There should be no shortage of such rice.
ಬೆಳಕು ಹರಿಯುತ್ತಿದ್ದಂತೆ ತಾಯಿಯಲ್ಲಿ ಆಶೀರ್ವಾದ ಬೇಡಿ ಅಣ್ಣನನ್ನು ಕಾಣಲು ಕಾರ್ಕಳದತ್ತ ಕಾಲು ಹಾಕುತ್ತಾಳೆ ಕಾಳಮ್ಮ,"As the light flashes, Kalamma steps towards Karkala to seek her mother's blessings and meet her brother."
ಅಕ್ಷಯನು  ಬರೆಯುತ್ತಾನೆ,Akshaya writes
ಮಂಗಳವಾರ ಆರಂಭಿಕ ಪ್ರಾತ್ಯಕ್ಷಿತೆಯನ್ನು ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ನಡೆಸಲಾಗುತ್ತದೆ.,An initial demonstration will be held at the hospital on Tuesday.
ಎನ್ನುತ್ತಾ ಬೇಜಾರಲ್ಲಿ ಮರದಿಂದ ಇಳಿದು ಮನೆಗೆ ಬಂದು ಜನರನ್ನು ಸೇರಿಸಿದ,He got down from the tree in a hurry and came home and gathered the people.
ಮಂಗಳೂರಿನ ಜಿಲ್ಲಾ ವೆನ್ಲಾಕ್ ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಈಗ ಇರುವ ವೆಂಟಿಲೇಟರ್ ವ್ಯವಸ್ಥೆ ಏನೂ ಸಾಲುವುದಿಲ್ಲ.,The existing ventilator system at the District Wenlock Hospital in Mangalore is not enough.
ಬರಹದ ದೊಡ್ಡಗಾಳಿ ಬೀಸದ ಊರು ಅದು,It's a city that doesn't have a big wind of writing.
ಸರ್ವೇಶನು ಯುದ್ಧ-ಮಾಡುತ್ತಾನೆ,Sarvesh makes war
ಬೆಕ್ಕನ್ನು ಕೊಂದರೆ ಕೊಂದವರ ತಲೆ ಯಾವಾಗಲೂ ಅಲ್ಲಾಡುತ್ತಿರುತ್ತದೆ.,"If a cat is killed, the killer's head is always shaken."
ಖುಷಿ ಆಗಲಿ ಎಂದು,Let's be happy
ಅಕುಲನು ಅವನಿಗೆ ಧನ್ಯವಾದವನ್ನು ಸಮರ್ಪಿಸುತ್ತಿದ್ದಾನೆ,Akulu is thanking him
ಮನಸ್ಸಿಗೆ ಅಕ್ಕಿ ಚೆಲ್ಲುವುದು ಎನ್ನಬಹುದು,Spilling rice on the mind
ಹಳೆ ನೆನಪುಗಳ ತಲೆ ಬಿಸಿ ನಮಗೆ ಯಾಕೆ,Why do we have memories of the past?
ನಂಜುಂಡನು ಕಾರನ್ನು ಓಡಿಸುತ್ತಾನೆ,Nanjunda drives the car
ಮೊದಲಿನ ಕ್ರಮಗಳು ಅಳಿಸುತ್ತಾ ಬಂದಿದೆ,Deleting previous actions
ಅಶ್ವತ್ಥನು ಹರಿಯುತ್ತಿದ್ದಾನೆ,Ashwath is flowing
"ಕೊರೋನಾ ಎರಡನೇ ಅಲೆ, ಲಾಕ್‍ಡೌನ್, ಕರ್ಫ್ಯೂವಿನಿಂದಾಗಿ ಈಗ ರಕ್ತ ಸಂಗ್ರಹ ಪ್ರಮಾಣ ಶೇಕಡಾ 50 ರಷ್ಟು ಕುಗ್ಗಿದೆ.","Due to the second wave of Corona, lockdown, curfew, now the blood collection rate has reduced by 50 percent."
ಕಾರ್ತಿಕನು ಆರಿಸುತ್ತಿದ್ದಾನೆ,Kartik is choosing
ಪ್ರಣಯ ಪ್ರಕರಣದಲ್ಲಿ ಈ ಚಂದ ಕಲ್ಪನೆಯ ಹಬ್ಬ ಆಚರಣೆಗೆ ಬಂದಿತು ಎಂದು ಹೇಳುತ್ತಾರೆ,"It is said that in the case of romance, the festival of Chanda Kalpana came into being."
ಈಗಲೂ ಎತ್ತುಗಳ ಕೊಟ್ಟಿಗೆಯೂ ಇದೆ ಗಾಡಿಯೂ ಇದೆ,There is still a cowshed and a cart
ಚೆಂಡಳಿಗೆ ಹೂವು ಬಾರಿ ಚಂದದ ಹೂವು ಮತ್ತೆ ಬಾರಿ ಪರಿಮಳ,"Blossom for the ball, scent for the beautiful flower again"
ಪ್ರಕಾಶನು ಬೊಬ್ಬಿಡುತ್ತಿದ್ದಾನೆ,The publication is grumbling
ಆ ತಿಂಗಳಲ್ಲಿ ಬಂದರೆ ಮುಂದೆ ಹಿಂದೆ ಬಡಿಸುತ್ತಾರೆ,"If it comes in that month, it is served back and forth."
ವಿಶ್ವಸನು ಬಯಸುತ್ತಿದ್ದಾನೆ,The Faith Is Wanting
ಚೈತನ್ಯನು ವಶಕ್ಕೆ-ಪಡೆದುಕೊಳ್ಳುತ್ತಾನೆ,Caitanya takes over
